STATION,STATION_NAME,DATE,MMXT,MMNT,MNTM
COOP:201468,CHARLEVOIX MI US,200001,28.7,15.2,22
COOP:201468,CHARLEVOIX MI US,200002,34.6,20,27.3
COOP:201468,CHARLEVOIX MI US,200003,45.1,29.7,37.4
COOP:201468,CHARLEVOIX MI US,200004,46.9,33.3,40.1
COOP:201468,CHARLEVOIX MI US,200005,63,46,54.5
COOP:201468,CHARLEVOIX MI US,200006,69.8,54.5,62.2
COOP:201468,CHARLEVOIX MI US,200007,75,59.2,67.1
COOP:201468,CHARLEVOIX MI US,200008,74.2,58.6,66.4
COOP:201468,CHARLEVOIX MI US,200009,67.9,51,59.5
COOP:201468,CHARLEVOIX MI US,200010,60.4,44.2,52.3
COOP:201468,CHARLEVOIX MI US,200011,44.7,34.5,39.6
COOP:201468,CHARLEVOIX MI US,200012,27.1,17.8,22.5
COOP:201468,CHARLEVOIX MI US,200101,31.6,22.4,27
COOP:201468,CHARLEVOIX MI US,200102,29.4,18.2,23.8
COOP:201468,CHARLEVOIX MI US,200103,34.5,21.9,28.2
COOP:201468,CHARLEVOIX MI US,200104,53.4,34.8,44.1
COOP:201468,CHARLEVOIX MI US,200105,65.1,46.2,55.7
COOP:201468,CHARLEVOIX MI US,200106,72,55,63.5
COOP:201468,CHARLEVOIX MI US,200107,75.8,60.2,68
COOP:201468,CHARLEVOIX MI US,200108,78.8,62.4,70.6
COOP:201468,CHARLEVOIX MI US,200109,65.4,52.2,58.8
COOP:201468,CHARLEVOIX MI US,200110,55.9,41.6,48.8
COOP:201468,CHARLEVOIX MI US,200111,50.4,39,44.7
COOP:201468,CHARLEVOIX MI US,200112,40,30.9,35.5
COOP:201468,CHARLEVOIX MI US,200201,34.8,25.5,30.2
COOP:201468,CHARLEVOIX MI US,200202,34.3,20.9,27.6
COOP:201468,CHARLEVOIX MI US,200203,34.3,20.4,27.4
COOP:201468,CHARLEVOIX MI US,200204,49,33.7,41.4
COOP:201468,CHARLEVOIX MI US,200205,54.3,39.4,46.9
COOP:201468,CHARLEVOIX MI US,200206,70.8,53.5,62.2
COOP:201468,CHARLEVOIX MI US,200207,79.7,64.4,72.1
COOP:201468,CHARLEVOIX MI US,200208,76.7,60.9,68.8
COOP:201468,CHARLEVOIX MI US,200209,73.4,56.7,65.1
COOP:201468,CHARLEVOIX MI US,200210,53.6,39.1,46.4
COOP:201468,CHARLEVOIX MI US,200211,42.5,30.7,36.6
COOP:201468,CHARLEVOIX MI US,200212,35.1,25,30.1
COOP:201468,CHARLEVOIX MI US,200301,26.1,16.1,21.1
COOP:201468,CHARLEVOIX MI US,200302,23.2,8.2,15.7
COOP:201468,CHARLEVOIX MI US,200303,36.5,16.6,26.6
COOP:201468,CHARLEVOIX MI US,200304,46.6,30.2,38.4
