STATION,STATION_NAME,DATE,MMXT,MMNT,MNTM
COOP:452030,DAYTON 1 WSW WA US,200001,41.3,29.3,35.3
COOP:452030,DAYTON 1 WSW WA US,200002,47.3,32.3,39.8
COOP:452030,DAYTON 1 WSW WA US,200003,54.1,34.3,44.2
COOP:452030,DAYTON 1 WSW WA US,200004,67.1,41,54.1
COOP:452030,DAYTON 1 WSW WA US,200005,70.1,47,58.6
COOP:452030,DAYTON 1 WSW WA US,200006,77.4,50.5,64
COOP:452030,DAYTON 1 WSW WA US,200007,86.3,55,70.7
COOP:452030,DAYTON 1 WSW WA US,200008,84.1,50.4,67.3
COOP:452030,DAYTON 1 WSW WA US,200009,73.5,47.7,60.6
COOP:452030,DAYTON 1 WSW WA US,200010,62.6,38.7,50.7
COOP:452030,DAYTON 1 WSW WA US,200011,42.8,26.4,34.6
COOP:452030,DAYTON 1 WSW WA US,200012,37,25.4,31.2
COOP:452030,DAYTON 1 WSW WA US,200101,38,27.3,32.7
COOP:452030,DAYTON 1 WSW WA US,200102,43.6,27.7,35.7
COOP:452030,DAYTON 1 WSW WA US,200103,56.9,34.9,45.9
COOP:452030,DAYTON 1 WSW WA US,200104,58.1,38.2,48.2
COOP:452030,DAYTON 1 WSW WA US,200105,73.4,45.3,59.4
COOP:452030,DAYTON 1 WSW WA US,200106,74.7,50,62.4
COOP:452030,DAYTON 1 WSW WA US,200107,85.5,55.5,70.5
COOP:452030,DAYTON 1 WSW WA US,200108,90,56.1,73.1
COOP:452030,DAYTON 1 WSW WA US,200109,81.5,50,65.8
COOP:452030,DAYTON 1 WSW WA US,200110,63.3,38.8,51.1
COOP:452030,DAYTON 1 WSW WA US,200111,53.4,33.6,43.5
COOP:452030,DAYTON 1 WSW WA US,200112,42.6,28.6,35.6
COOP:452030,DAYTON 1 WSW WA US,200201,43.7,29.4,36.6
COOP:452030,DAYTON 1 WSW WA US,200202,49,29,39
COOP:452030,DAYTON 1 WSW WA US,200203,48.1,32.1,40.1
COOP:452030,DAYTON 1 WSW WA US,200204,61.5,38.7,50.1
COOP:452030,DAYTON 1 WSW WA US,200205,68.7,43.7,56.2
COOP:452030,DAYTON 1 WSW WA US,200206,79.8,52.4,66.1
COOP:452030,DAYTON 1 WSW WA US,200207,90.2,57.6,73.9
COOP:452030,DAYTON 1 WSW WA US,200208,84,53.4,68.7
COOP:452030,DAYTON 1 WSW WA US,200209,77.4,46.8,62.1
COOP:452030,DAYTON 1 WSW WA US,200210,61.8,34.2,48
COOP:452030,DAYTON 1 WSW WA US,200211,49.9,31.5,40.7
COOP:452030,DAYTON 1 WSW WA US,200212,44.3,32.3,38.3
COOP:452030,DAYTON 1 WSW WA US,200301,45.7,34.3,40
COOP:452030,DAYTON 1 WSW WA US,200302,47.7,29.6,38.7
COOP:452030,DAYTON 1 WSW WA US,200303,55.4,39.1,47.3
COOP:452030,DAYTON 1 WSW WA US,200304,60.7,39,49.9
COOP:452030,DAYTON 1 WSW WA US,200305,68.5,45.5,57
COOP:452030,DAYTON 1 WSW WA US,200306,82,51.5,66.8
COOP:452030,DAYTON 1 WSW WA US,200307,92,57.4,74.7
COOP:452030,DAYTON 1 WSW WA US,200308,87.9,55.8,71.9
COOP:452030,DAYTON 1 WSW WA US,200309,79.2,50.2,64.7
COOP:452030,DAYTON 1 WSW WA US,200310,68.7,42.5,55.6
COOP:452030,DAYTON 1 WSW WA US,200311,47.4,27.4,37.4
COOP:452030,DAYTON 1 WSW WA US,200312,42.1,27.8,35
COOP:452030,DAYTON 1 WSW WA US,200401,33.3,23.1,28.2
COOP:452030,DAYTON 1 WSW WA US,200402,47.2,31.3,39.3
COOP:452030,DAYTON 1 WSW WA US,200403,60.1,36.6,48.4
COOP:452030,DAYTON 1 WSW WA US,200404,65.8,39,52.4
COOP:452030,DAYTON 1 WSW WA US,200405,68.3,46.7,57.5
COOP:452030,DAYTON 1 WSW WA US,200406,79.7,51.5,65.6
COOP:452030,DAYTON 1 WSW WA US,200407,89.7,56.4,73.1
COOP:452030,DAYTON 1 WSW WA US,200408,87.9,58.2,73.1
COOP:452030,DAYTON 1 WSW WA US,200409,73.6,48.1,60.9
COOP:452030,DAYTON 1 WSW WA US,200410,64.4,41.1,52.8
COOP:452030,DAYTON 1 WSW WA US,200411,50.8,33,41.9
COOP:452030,DAYTON 1 WSW WA US,200412,44.4,29,36.7
COOP:452030,DAYTON 1 WSW WA US,200501,44.3,26.7,35.5
COOP:452030,DAYTON 1 WSW WA US,200502,51.6,25,38.3
COOP:452030,DAYTON 1 WSW WA US,200503,58.5,35.9,47.2
COOP:452030,DAYTON 1 WSW WA US,200504,63.2,38.9,51.1
COOP:452030,DAYTON 1 WSW WA US,200505,71,48.5,59.8
COOP:452030,DAYTON 1 WSW WA US,200506,75.3,49.4,62.4
COOP:458773,VANCOUVER 4 NNE WA US,200001,44.8,32.5,38.7
COOP:458773,VANCOUVER 4 NNE WA US,200002,51.5,35,43.3
COOP:458773,VANCOUVER 4 NNE WA US,200003,53.7,35,44.4
COOP:458773,VANCOUVER 4 NNE WA US,200004,64.3,41.6,53
COOP:458773,VANCOUVER 4 NNE WA US,200005,66.2,47.4,56.8
COOP:458773,VANCOUVER 4 NNE WA US,200006,74.6,50,62.3
COOP:458773,VANCOUVER 4 NNE WA US,200007,77.4,54.1,65.8
COOP:458773,VANCOUVER 4 NNE WA US,200008,77.9,51.5,64.7
COOP:458773,VANCOUVER 4 NNE WA US,200009,73.5,48.4,61
COOP:458773,VANCOUVER 4 NNE WA US,200010,64,42.8,53.4
COOP:458773,VANCOUVER 4 NNE WA US,200011,49.9,31.8,40.9
COOP:458773,VANCOUVER 4 NNE WA US,200012,46.3,32.3,39.3
COOP:458773,VANCOUVER 4 NNE WA US,200101,47.7,32.5,40.1
COOP:458773,VANCOUVER 4 NNE WA US,200102,51.5,30,40.8
COOP:458773,VANCOUVER 4 NNE WA US,200103,57,35.9,46.5
COOP:458773,VANCOUVER 4 NNE WA US,200104,57.9,38.2,48.1
COOP:458773,VANCOUVER 4 NNE WA US,200105,69.8,42.7,56.3
COOP:458773,VANCOUVER 4 NNE WA US,200106,70.2,47.9,59.1
COOP:458773,VANCOUVER 4 NNE WA US,200107,75.5,53.1,64.3
COOP:458773,VANCOUVER 4 NNE WA US,200108,78.5,53.1,65.8
COOP:458773,VANCOUVER 4 NNE WA US,200109,74.6,48,61.3
COOP:458773,VANCOUVER 4 NNE WA US,200110,62,40.4,51.2
COOP:458773,VANCOUVER 4 NNE WA US,200111,53.7,40.2,47
COOP:458773,VANCOUVER 4 NNE WA US,200112,45.4,33.5,39.5
COOP:458773,VANCOUVER 4 NNE WA US,200201,44.8,34.5,39.7
COOP:458773,VANCOUVER 4 NNE WA US,200202,51.7,33.2,42.5
COOP:458773,VANCOUVER 4 NNE WA US,200203,51,34.3,42.7
COOP:458773,VANCOUVER 4 NNE WA US,200204,59.5,40,49.8
COOP:458773,VANCOUVER 4 NNE WA US,200205,64.5,43.5,54
COOP:458773,VANCOUVER 4 NNE WA US,200206,73.8,49.9,61.9
COOP:458773,VANCOUVER 4 NNE WA US,200207,80.1,54.5,67.3
COOP:458773,VANCOUVER 4 NNE WA US,200208,80.2,51.9,66.1
COOP:458773,VANCOUVER 4 NNE WA US,200209,76.4,45.5,61
COOP:458773,VANCOUVER 4 NNE WA US,200210,63.1,38.6,50.9
COOP:458773,VANCOUVER 4 NNE WA US,200211,55.2,35.7,45.5
