STATION,STATION_NAME,DATE,MMXT,MMNT,MNTM
COOP:448170,STUART VA US,200001,47.4,24.3,35.9
COOP:448170,STUART VA US,200002,57.3,29.5,43.4
COOP:448170,STUART VA US,200003,66.0,37.3,51.7
COOP:448170,STUART VA US,200004,67.1,42.4,54.8
COOP:448170,STUART VA US,200005,81.1,53.3,67.2
COOP:448170,STUART VA US,200006,84.3,62.4,73.4
COOP:448170,STUART VA US,200007,83.7,63.9,73.8
COOP:448170,STUART VA US,200008,84.5,62.5,73.5
COOP:448170,STUART VA US,200009,77.1,57.0,67.1
COOP:448170,STUART VA US,200010,74.5,43.8,59.2
COOP:448170,STUART VA US,200011,57.6,32.3,45.0
COOP:448170,STUART VA US,200012,42.5,20.5,31.5
COOP:448170,STUART VA US,200101,49.1,23.6,36.4
COOP:448170,STUART VA US,200102,55.8,30.7,43.3
COOP:448170,STUART VA US,200103,55.2,31.2,43.2
COOP:448170,STUART VA US,200104,72.3,43.3,57.8
COOP:448170,STUART VA US,200105,77.4,51.4,64.4
COOP:448170,STUART VA US,200106,83.4,61.2,72.3
COOP:448170,STUART VA US,200107,83.4,61.2,72.3
COOP:448170,STUART VA US,200108,85.8,64.5,75.2
COOP:448170,STUART VA US,200109,77.6,55.0,66.3
COOP:448170,STUART VA US,200110,71.1,40.5,55.8
COOP:448170,STUART VA US,200111,68.3,35.3,51.8
COOP:448170,STUART VA US,200112,56.3,33.7,45.0
COOP:448170,STUART VA US,200201,52.5,27.7,40.1
COOP:448170,STUART VA US,200202,54.6,28.1,41.4
COOP:448170,STUART VA US,200203,59.4,32.7,46.1
COOP:448170,STUART VA US,200204,73.3,45.6,59.5
COOP:448170,STUART VA US,200205,75.2,50.8,63.0
COOP:448170,STUART VA US,200206,85.9,60.7,73.3
COOP:448170,STUART VA US,200207,87.4,66.1,76.8
COOP:448170,STUART VA US,200208,87.7,63.5,75.6
COOP:448170,STUART VA US,200209,80.5,59.9,70.2
COOP:448170,STUART VA US,200210,67.5,50.4,59.0
COOP:448170,STUART VA US,200211,56.9,34.8,45.9
COOP:448170,STUART VA US,200212,48.1,27.6,37.9
COOP:448170,STUART VA US,200301,44.2,22.5,33.4
COOP:448170,STUART VA US,200302,45.8,29.2,37.5
COOP:448170,STUART VA US,200303,61.9,37.3,49.6
COOP:448170,STUART VA US,200304,67.2,43.6,55.4
COOP:448170,STUART VA US,200305,72.5,53.7,63.1
COOP:448170,STUART VA US,200306,80.2,60.0,70.1
COOP:448170,STUART VA US,200307,84.2,64.6,74.4
COOP:448170,STUART VA US,200308,85.2,66.4,75.8
COOP:448170,STUART VA US,200309,78.5,56.8,67.7
COOP:448170,STUART VA US,200310,69.5,43.8,56.7
COOP:448170,STUART VA US,200311,65.9,40.4,53.2
COOP:448170,STUART VA US,200312,49.4,27.5,38.5
COOP:448170,STUART VA US,200401,46.5,23.5,35.0
COOP:448170,STUART VA US,200402,49.3,27.5,38.4
COOP:448170,STUART VA US,200403,62.1,36.9,49.5
COOP:448170,STUART VA US,200404,69.4,43.8,56.6
COOP:448170,STUART VA US,200405,81.3,57.5,69.4
COOP:448170,STUART VA US,200406,80.9,62.5,71.7
COOP:448170,STUART VA US,200407,85.3,64.3,74.8
COOP:448170,STUART VA US,200408,82.1,62.1,72.1
COOP:448170,STUART VA US,200409,78.8,59.0,68.9
COOP:448170,STUART VA US,200410,68.3,49.9,59.1
COOP:448170,STUART VA US,200411,62.7,39.6,51.2
COOP:448170,STUART VA US,200412,50.8,27.5,39.2
COOP:448170,STUART VA US,200501,50.8,28.5,39.7
COOP:448170,STUART VA US,200502,52.6,30.0,41.3
COOP:448170,STUART VA US,200503,55.5,33.0,44.3
COOP:448170,STUART VA US,200504,69.1,44.2,56.7
COOP:448170,STUART VA US,200505,74.2,49.6,61.9
COOP:448170,STUART VA US,200506,81.4,61.7,71.6
COOP:448170,STUART VA US,200507,86.3,67.9,77.1
COOP:448170,STUART VA US,200508,86.1,66.8,76.5
COOP:448170,STUART VA US,200509,83.3,58.4,70.9
COOP:448170,STUART VA US,200510,70.9,49.2,60.1
COOP:448170,STUART VA US,200511,63.3,36.9,50.1
COOP:448170,STUART VA US,200512,47.7,26.8,37.3
COOP:443713,HAMPTON UNIVERSITY VA US,200302,50.0,35.3,42.7
COOP:443713,HAMPTON UNIVERSITY VA US,200304,67.7,50.4,59.1
COOP:443713,HAMPTON UNIVERSITY VA US,200305,74.1,58.2,66.2
COOP:443713,HAMPTON UNIVERSITY VA US,200306,82.9,67.7,75.3
COOP:443713,HAMPTON UNIVERSITY VA US,200307,88.0,73.4,80.7
COOP:443713,HAMPTON UNIVERSITY VA US,200308,87.7,73.9,80.8
