STATION,STATION_NAME,DATE,MMXT,MMNT,MNTM
COOP:362470,EBENSBURG SEWAGE PLANT PA US,200001,37.1,15.6,26.4
COOP:362470,EBENSBURG SEWAGE PLANT PA US,200002,42.6,19.6,31.1
COOP:362470,EBENSBURG SEWAGE PLANT PA US,200003,54.8,27.9,41.4
COOP:362470,EBENSBURG SEWAGE PLANT PA US,200004,59.6,32.9,46.3
COOP:362470,EBENSBURG SEWAGE PLANT PA US,200005,73.6,45.3,59.5
COOP:362470,EBENSBURG SEWAGE PLANT PA US,200006,78.2,55.1,66.7
COOP:362470,EBENSBURG SEWAGE PLANT PA US,200007,76.1,53.4,64.8
COOP:362470,EBENSBURG SEWAGE PLANT PA US,200008,75.5,54.4,65.0
COOP:362470,EBENSBURG SEWAGE PLANT PA US,200009,72.1,48.0,60.1
COOP:362470,EBENSBURG SEWAGE PLANT PA US,200010,65.2,38.3,51.8
COOP:362470,EBENSBURG SEWAGE PLANT PA US,200011,44.5,27.7,36.1
COOP:362470,EBENSBURG SEWAGE PLANT PA US,200012,28.8,12.4,20.6
COOP:362470,EBENSBURG SEWAGE PLANT PA US,200101,34.3,17.9,26.1
COOP:362470,EBENSBURG SEWAGE PLANT PA US,200102,42.7,22.4,32.6
COOP:362470,EBENSBURG SEWAGE PLANT PA US,200103,40.2,23.5,31.9
COOP:362470,EBENSBURG SEWAGE PLANT PA US,200104,62.9,36.3,49.6
COOP:362470,EBENSBURG SEWAGE PLANT PA US,200105,70.6,42.5,56.6
COOP:362470,EBENSBURG SEWAGE PLANT PA US,200106,77.6,51.9,64.8
COOP:362470,EBENSBURG SEWAGE PLANT PA US,200107,77.4,53.1,65.3
COOP:362470,EBENSBURG SEWAGE PLANT PA US,200108,80.8,57.4,69.1
COOP:362470,EBENSBURG SEWAGE PLANT PA US,200109,71.9,45.8,58.9
COOP:362470,EBENSBURG SEWAGE PLANT PA US,200110,63.9,37.2,50.6
COOP:362470,EBENSBURG SEWAGE PLANT PA US,200111,59.6,31.6,45.6
COOP:362470,EBENSBURG SEWAGE PLANT PA US,200112,44.5,27.8,36.2
COOP:362470,EBENSBURG SEWAGE PLANT PA US,200201,40.9,24.5,32.7
